date,time,server,ping
01/15/2021,15:39:17.71,us5851.nordvpn.com.udp.ovpn,11
01/16/2021,12:51:58.67,us5851.nordvpn.com.udp.ovpn,11
01/16/2021,12:52:10.22,us5851.nordvpn.com.udp.ovpn,10
01/16/2021,18:40:31.71,us5851.nordvpn.com.udp.ovpn,10
01/18/2021,17:49:50.32,us5850.nordvpn.com.udp.ovpn,10
01/18/2021,17:50:02.36,us5851.nordvpn.com.udp.ovpn,12
01/18/2021,20:48:57.30,us5851.nordvpn.com.udp.ovpn,10
01/18/2021,20:51:27.21,us5851.nordvpn.com.udp.ovpn,11
01/19/2021, 4:40:13.68,us5850.nordvpn.com.udp.ovpn,11
01/21/2021,18:52:30.58,us5851.nordvpn.com.udp.ovpn,11
01/22/2021,11:32:16.60,us5851.nordvpn.com.udp.ovpn,10
01/26/2021,18:45:07.47,us5861.nordvpn.com.udp.ovpn,13
01/27/2021,17:34:01.59,us5850.nordvpn.com.udp.ovpn,10
01/28/2021,17:08:20.60,us5850.nordvpn.com.udp.ovpn,10
01/28/2021,18:36:43.63,us5850.nordvpn.com.udp.ovpn,10
01/28/2021,22:05:51.60,us5850.nordvpn.com.udp.ovpn,11
01/29/2021,18:29:01.60,us6754.nordvpn.com.udp.ovpn,11
01/30/2021, 5:29:12.36,us5850.nordvpn.com.udp.ovpn,11
01/30/2021, 9:44:48.35,us5851.nordvpn.com.udp.ovpn,10
01/31/2021,10:09:37.69,us5851.nordvpn.com.udp.ovpn,10
01/31/2021,10:45:29.70,us5851.nordvpn.com.udp.ovpn,11
01/31/2021,19:03:59.80,us5851.nordvpn.com.udp.ovpn,11
01/31/2021,19:04:49.80,us5850.nordvpn.com.udp.ovpn,11
02/03/2021,16:04:46.25,us6751.nordvpn.com.udp.ovpn,13
02/05/2021,20:38:16.79,us5851.nordvpn.com.udp.ovpn,10
02/06/2021,14:59:41.80,us5850.nordvpn.com.udp.ovpn,12
02/07/2021,17:53:06.72,us5850.nordvpn.com.udp.ovpn,10
02/09/2021,17:56:17.56,us5850.nordvpn.com.udp.ovpn,10
02/11/2021,21:46:30.82,us5850.nordvpn.com.udp.ovpn,11
02/11/2021,21:54:50.49,us5850.nordvpn.com.udp.ovpn,12
02/11/2021,21:59:25.06,us5850.nordvpn.com.udp.ovpn,12
02/12/2021,20:03:51.75,us5851.nordvpn.com.udp.ovpn,10
02/12/2021,20:05:41.30,us5850.nordvpn.com.udp.ovpn,11
02/12/2021,22:19:49.75,us5851.nordvpn.com.udp.ovpn,10
02/13/2021,15:42:55.25,us5850.nordvpn.com.udp.ovpn,10
02/14/2021,19:57:53.28,us5851.nordvpn.com.udp.ovpn,10
02/15/2021,11:17:32.06,us5850.nordvpn.com.udp.ovpn,11
02/16/2021,16:02:05.12,us5850.nordvpn.com.udp.ovpn,12
02/17/2021,17:44:35.68,us5850.nordvpn.com.udp.ovpn,11
02/19/2021,20:28:24.51,us6752.nordvpn.com.udp.ovpn,11
02/20/2021,14:25:16.28,us5851.nordvpn.com.udp.ovpn,12
02/21/2021,21:17:19.34,us5850.nordvpn.com.udp.ovpn,10
02/22/2021,18:07:51.42,us5861.nordvpn.com.udp.ovpn,1000
02/22/2021,18:40:37.80,us5850.nordvpn.com.udp.ovpn,10
02/22/2021,18:51:38.76,us5851.nordvpn.com.udp.ovpn,10
02/23/2021,16:08:14.37,us6752.nordvpn.com.udp.ovpn,13
02/23/2021,18:58:10.36,us5851.nordvpn.com.udp.ovpn,10
02/24/2021,16:54:19.85,us5850.nordvpn.com.udp.ovpn,12
02/25/2021,15:32:28.84,us5851.nordvpn.com.udp.ovpn,10
02/26/2021,16:38:26.67,us5850.nordvpn.com.udp.ovpn,12
02/27/2021,20:43:18.59,us5851.nordvpn.com.udp.ovpn,11
02/28/2021,10:01:39.52,us5850.nordvpn.com.udp.ovpn,10
02/28/2021,17:10:17.65,us5861.nordvpn.com.udp.ovpn,11
03/02/2021,19:16:04.36,us5850.nordvpn.com.udp.ovpn,12
03/03/2021,15:33:28.34,us5850.nordvpn.com.udp.ovpn,12
03/04/2021,17:54:50.32,us5851.nordvpn.com.udp.ovpn,10
03/07/2021,16:49:15.44,us6752.nordvpn.com.udp.ovpn,10
03/07/2021,20:47:04.46,us5851.nordvpn.com.udp.ovpn,10
03/08/2021,16:59:00.45,us5850.nordvpn.com.udp.ovpn,10
03/10/2021, 9:49:50.80,us5850.nordvpn.com.udp.ovpn,12
03/10/2021,17:55:14.82,us5861.nordvpn.com.udp.ovpn,14
03/10/2021,17:56:08.77,us5850.nordvpn.com.udp.ovpn,10
03/11/2021,17:05:54.88,us5851.nordvpn.com.udp.ovpn,12
03/12/2021,12:19:53.26,us5850.nordvpn.com.udp.ovpn,11
03/12/2021,18:19:54.26,us5850.nordvpn.com.udp.ovpn,10
03/13/2021,19:14:20.77,us6751.nordvpn.com.udp.ovpn,12
03/14/2021,18:16:44.25,us5850.nordvpn.com.udp.ovpn,10
03/15/2021,16:10:32.29,us6752.nordvpn.com.udp.ovpn,10
03/16/2021,17:25:36.34,us5851.nordvpn.com.udp.ovpn,11
03/17/2021,16:55:34.25,us5850.nordvpn.com.udp.ovpn,12
03/18/2021,21:13:45.25,us5851.nordvpn.com.udp.ovpn,10
03/19/2021,22:16:34.56,us6752.nordvpn.com.udp.ovpn,11
03/20/2021,11:30:18.48,us5850.nordvpn.com.udp.ovpn,10
03/20/2021,16:03:38.50,us5851.nordvpn.com.udp.ovpn,11
03/20/2021,20:10:02.55,us6752.nordvpn.com.udp.ovpn,10
03/21/2021,13:57:44.51,us5850.nordvpn.com.udp.ovpn,12
03/21/2021,14:06:22.48,us5850.nordvpn.com.udp.ovpn,10
03/21/2021,16:25:17.49,us5850.nordvpn.com.udp.ovpn,10
03/21/2021,22:37:02.68,us5850.nordvpn.com.udp.ovpn,14
03/22/2021,12:46:45.74,us6751.nordvpn.com.udp.ovpn,11
03/22/2021,16:52:53.71,us5850.nordvpn.com.udp.ovpn,10
03/22/2021,20:34:31.80,us5851.nordvpn.com.udp.ovpn,10
03/22/2021,20:56:57.73,us6751.nordvpn.com.udp.ovpn,12
03/23/2021,16:25:14.79,us5850.nordvpn.com.udp.ovpn,12
03/23/2021,17:26:00.81,us6754.nordvpn.com.udp.ovpn,280
03/23/2021,17:36:31.70,us6754.nordvpn.com.udp.ovpn,280
03/23/2021,17:46:15.72,us6752.nordvpn.com.udp.ovpn,11
03/24/2021, 6:40:31.72,us5850.nordvpn.com.udp.ovpn,11
03/24/2021, 9:04:40.72,us5850.nordvpn.com.udp.ovpn,11
03/24/2021,19:32:32.79,us5851.nordvpn.com.udp.ovpn,12
03/25/2021,17:35:29.00,us5851.nordvpn.com.udp.ovpn,11
03/26/2021,16:04:15.44,us5851.nordvpn.com.udp.ovpn,10
03/26/2021,19:34:17.46,us5850.nordvpn.com.udp.ovpn,10
03/26/2021,21:36:28.53,us6752.nordvpn.com.udp.ovpn,11
03/27/2021,16:05:19.47,us6751.nordvpn.com.udp.ovpn,12
03/27/2021,17:52:21.98,us6752.nordvpn.com.udp.ovpn,11
03/28/2021,13:18:30.53,us6752.nordvpn.com.udp.ovpn,11
03/28/2021,21:28:47.03,us5850.nordvpn.com.udp.ovpn,11
03/29/2021,16:45:26.03,us6752.nordvpn.com.udp.ovpn,10
03/29/2021,20:26:09.53,us5850.nordvpn.com.udp.ovpn,12
03/30/2021,20:21:05.04,us6752.nordvpn.com.udp.ovpn,12
03/31/2021,15:35:48.18,us5850.nordvpn.com.udp.ovpn,10
04/02/2021,19:41:33.12,us6751.nordvpn.com.udp.ovpn,11
04/02/2021,20:36:28.16,us5851.nordvpn.com.udp.ovpn,11
04/03/2021,14:22:46.32,us5851.nordvpn.com.udp.ovpn,12
04/03/2021,23:08:57.30,us5851.nordvpn.com.udp.ovpn,10
04/04/2021,12:46:58.32,us5850.nordvpn.com.udp.ovpn,10
04/05/2021,17:27:01.33,us5850.nordvpn.com.udp.ovpn,11
04/06/2021,16:53:27.43,us5850.nordvpn.com.udp.ovpn,11
04/07/2021,17:50:23.48,us5861.nordvpn.com.udp.ovpn,1000
04/07/2021,18:24:21.43,us6752.nordvpn.com.udp.ovpn,10
04/07/2021,20:42:53.45,us5850.nordvpn.com.udp.ovpn,12
04/08/2021,16:36:35.43,us6752.nordvpn.com.udp.ovpn,10
04/09/2021,21:41:47.09,us5850.nordvpn.com.udp.ovpn,10
04/09/2021,23:56:30.10,us5850.nordvpn.com.udp.ovpn,10
04/10/2021,11:04:25.10,us6752.nordvpn.com.udp.ovpn,11
04/10/2021,19:10:14.12,us5850.nordvpn.com.udp.ovpn,11
04/10/2021,19:52:08.11,us5861.nordvpn.com.udp.ovpn,12
04/11/2021, 6:08:42.11,us5850.nordvpn.com.udp.ovpn,11
04/11/2021,16:05:22.10,us5850.nordvpn.com.udp.ovpn,11
04/11/2021,17:20:30.11,us6751.nordvpn.com.udp.ovpn,12
04/12/2021,14:54:52.92,us5861.nordvpn.com.udp.ovpn,15
04/13/2021, 6:35:56.76,us5851.nordvpn.com.udp.ovpn,11
04/13/2021,17:31:59.68,us5861.nordvpn.com.udp.ovpn,15
04/14/2021,19:05:35.73,us5850.nordvpn.com.udp.ovpn,10
04/14/2021,20:46:06.94,us5851.nordvpn.com.udp.ovpn,12
04/14/2021,21:11:49.92,us5851.nordvpn.com.udp.ovpn,11
04/15/2021,14:15:44.92,us5850.nordvpn.com.udp.ovpn,12
04/15/2021,20:07:22.01,us5850.nordvpn.com.udp.ovpn,12
04/16/2021, 6:49:33.71,us5850.nordvpn.com.udp.ovpn,10
04/16/2021,17:55:06.71,us5851.nordvpn.com.udp.ovpn,10
04/16/2021,20:33:38.73,us6752.nordvpn.com.udp.ovpn,11
04/17/2021, 0:01:24.31,us5851.nordvpn.com.udp.ovpn,11
04/17/2021, 9:50:57.79,us5851.nordvpn.com.udp.ovpn,10
04/18/2021,15:49:54.71,us5850.nordvpn.com.udp.ovpn,11
04/18/2021,19:10:42.77,us5850.nordvpn.com.udp.ovpn,11
04/18/2021,20:39:06.83,us5850.nordvpn.com.udp.ovpn,12
04/19/2021,17:20:14.82,us5851.nordvpn.com.udp.ovpn,10
04/19/2021,20:32:43.83,us5851.nordvpn.com.udp.ovpn,10
04/19/2021,22:52:04.78,us6752.nordvpn.com.udp.ovpn,10
04/19/2021,23:30:32.75,us6752.nordvpn.com.udp.ovpn,10
04/20/2021,13:34:25.75,us6752.nordvpn.com.udp.ovpn,10
04/20/2021,16:32:48.70,us5851.nordvpn.com.udp.ovpn,10
04/20/2021,17:43:49.78,us5861.nordvpn.com.udp.ovpn,12
04/21/2021,15:56:26.72,us5851.nordvpn.com.udp.ovpn,11
04/21/2021,19:19:08.79,us5850.nordvpn.com.udp.ovpn,11
04/21/2021,20:50:23.70,us5861.nordvpn.com.udp.ovpn,11
04/22/2021,15:28:36.68,us5851.nordvpn.com.udp.ovpn,10
04/22/2021,16:49:33.68,us5850.nordvpn.com.udp.ovpn,10
04/22/2021,19:32:11.72,us6752.nordvpn.com.udp.ovpn,10
04/23/2021,13:24:36.89,us5850.nordvpn.com.udp.ovpn,11
04/23/2021,16:00:34.77,us5861.nordvpn.com.udp.ovpn,12
04/23/2021,18:25:57.05,us6757.nordvpn.com.udp.ovpn,10
04/24/2021, 6:17:37.67,us5850.nordvpn.com.udp.ovpn,10
04/24/2021,17:35:47.70,us5850.nordvpn.com.udp.ovpn,10
04/25/2021,11:15:40.79,us5851.nordvpn.com.udp.ovpn,11
04/25/2021,14:48:33.69,us5851.nordvpn.com.udp.ovpn,10
04/25/2021,16:39:28.74,us5851.nordvpn.com.udp.ovpn,11
04/26/2021,18:51:29.78,us5851.nordvpn.com.udp.ovpn,10
04/26/2021,20:57:34.72,us5851.nordvpn.com.udp.ovpn,11
04/27/2021, 6:42:03.72,us5850.nordvpn.com.udp.ovpn,10
04/27/2021, 8:07:33.97,us5850.nordvpn.com.udp.ovpn,10
04/27/2021, 8:28:40.00,us5851.nordvpn.com.udp.ovpn,11
04/27/2021,16:39:10.97,us5861.nordvpn.com.udp.ovpn,14
04/28/2021, 7:15:53.74,us8564.nordvpn.com.udp.ovpn,10
04/28/2021, 7:18:23.77,us5861.nordvpn.com.udp.ovpn,10
04/28/2021,16:56:42.82,us5851.nordvpn.com.udp.ovpn,11
04/28/2021,20:47:02.80,us8564.nordvpn.com.udp.ovpn,11
04/29/2021,10:04:41.85,us8564.nordvpn.com.udp.ovpn,10
04/30/2021,15:31:34.86,us6752.nordvpn.com.udp.ovpn,10
04/30/2021,18:56:50.85,us8564.nordvpn.com.udp.ovpn,10
05/01/2021, 6:03:29.72,us5861.nordvpn.com.udp.ovpn,11
05/01/2021,11:23:39.80,us5850.nordvpn.com.udp.ovpn,10
05/01/2021,12:25:54.77,us8564.nordvpn.com.udp.ovpn,10
05/01/2021,13:29:33.76,us5850.nordvpn.com.udp.ovpn,10
05/01/2021,19:10:48.78,us5851.nordvpn.com.udp.ovpn,10
05/02/2021,10:18:59.81,us5850.nordvpn.com.udp.ovpn,10
05/02/2021,18:35:09.94,us5850.nordvpn.com.udp.ovpn,10
05/02/2021,21:16:12.95,us5861.nordvpn.com.udp.ovpn,13
05/03/2021,11:27:43.84,us5850.nordvpn.com.udp.ovpn,10
05/03/2021,11:52:15.89,us5850.nordvpn.com.udp.ovpn,11
05/03/2021,13:43:55.92,us5850.nordvpn.com.udp.ovpn,12
05/03/2021,16:06:40.87,us5851.nordvpn.com.udp.ovpn,11
05/04/2021, 3:20:29.78,us5850.nordvpn.com.udp.ovpn,10
05/04/2021, 9:25:51.90,us5850.nordvpn.com.udp.ovpn,11
05/04/2021,16:25:15.81,us5850.nordvpn.com.udp.ovpn,11
05/04/2021,17:03:24.82,us5850.nordvpn.com.udp.ovpn,10
05/04/2021,17:13:35.79,us6752.nordvpn.com.udp.ovpn,10
05/04/2021,17:24:27.87,us5851.nordvpn.com.udp.ovpn,10
05/05/2021,13:11:11.86,us6751.nordvpn.com.udp.ovpn,12
05/05/2021,17:09:15.81,us6752.nordvpn.com.udp.ovpn,11
05/05/2021,18:48:43.50,us6757.nordvpn.com.udp.ovpn,11
05/05/2021,22:22:01.84,us5850.nordvpn.com.udp.ovpn,11
05/06/2021, 8:33:01.87,us5850.nordvpn.com.udp.ovpn,10
05/07/2021, 5:43:20.78,us5851.nordvpn.com.udp.ovpn,10
05/07/2021, 7:51:42.86,us5850.nordvpn.com.udp.ovpn,11
05/07/2021,15:34:35.80,us5861.nordvpn.com.udp.ovpn,10
05/07/2021,17:24:15.77,us6751.nordvpn.com.udp.ovpn,10
05/07/2021,18:54:05.73,us5861.nordvpn.com.udp.ovpn,11
05/07/2021,20:14:05.89,us5861.nordvpn.com.udp.ovpn,11
05/08/2021, 7:06:31.83,us8564.nordvpn.com.udp.ovpn,11
05/08/2021,16:11:15.96,us6752.nordvpn.com.udp.ovpn,11
05/09/2021, 7:20:17.29,us6752.nordvpn.com.udp.ovpn,10
05/09/2021,11:54:54.83,us8564.nordvpn.com.udp.ovpn,10
05/09/2021,16:18:50.30,us5851.nordvpn.com.udp.ovpn,10
05/09/2021,18:19:02.83,us6752.nordvpn.com.udp.ovpn,11
05/09/2021,19:40:44.90,us5850.nordvpn.com.udp.ovpn,10
05/10/2021,15:50:11.82,us5850.nordvpn.com.udp.ovpn,11
05/10/2021,21:06:10.86,us8564.nordvpn.com.udp.ovpn,11
05/10/2021,21:58:15.88,us5851.nordvpn.com.udp.ovpn,11
05/11/2021,19:10:15.84,us6752.nordvpn.com.udp.ovpn,11
05/11/2021,22:47:06.88,us8564.nordvpn.com.udp.ovpn,11
05/13/2021,21:02:29.81,us5861.nordvpn.com.udp.ovpn,12
05/14/2021, 6:33:18.83,us6752.nordvpn.com.udp.ovpn,11
05/14/2021, 6:37:11.70,us5850.nordvpn.com.udp.ovpn,10
05/14/2021, 6:41:36.90,us8564.nordvpn.com.udp.ovpn,12
05/14/2021,11:26:54.82,us6752.nordvpn.com.udp.ovpn,10
05/14/2021,11:54:58.86,us6752.nordvpn.com.udp.ovpn,11
05/14/2021,12:49:04.82,us8564.nordvpn.com.udp.ovpn,10
05/14/2021,15:36:07.82,us5851.nordvpn.com.udp.ovpn,12
05/14/2021,18:23:10.79,us5850.nordvpn.com.udp.ovpn,10
05/15/2021,17:38:53.87,us5850.nordvpn.com.udp.ovpn,10
05/16/2021,14:02:25.84,us8564.nordvpn.com.udp.ovpn,12
05/16/2021,16:18:10.84,us5850.nordvpn.com.udp.ovpn,10
05/17/2021,17:26:01.78,us6752.nordvpn.com.udp.ovpn,11
05/18/2021,18:19:41.82,us5851.nordvpn.com.udp.ovpn,11
05/19/2021,14:40:49.82,us5850.nordvpn.com.udp.ovpn,11
05/19/2021,21:35:00.90,us5851.nordvpn.com.udp.ovpn,11
05/20/2021,12:06:46.84,us5850.nordvpn.com.udp.ovpn,10
05/20/2021,19:51:26.76,us6752.nordvpn.com.udp.ovpn,10
05/21/2021,15:39:39.81,us5851.nordvpn.com.udp.ovpn,10
05/22/2021,13:51:23.80,us5850.nordvpn.com.udp.ovpn,10
05/22/2021,15:34:17.78,us5851.nordvpn.com.udp.ovpn,11
05/22/2021,20:35:24.75,us5850.nordvpn.com.udp.ovpn,10
05/23/2021,10:32:24.91,us6752.nordvpn.com.udp.ovpn,11
05/23/2021,18:07:21.88,us5851.nordvpn.com.udp.ovpn,10
05/23/2021,21:12:12.74,us5851.nordvpn.com.udp.ovpn,10
05/23/2021,21:12:28.71,us5850.nordvpn.com.udp.ovpn,11
05/23/2021,23:01:56.80,us5850.nordvpn.com.udp.ovpn,10
05/24/2021,20:49:20.98,us6751.nordvpn.com.udp.ovpn,13
05/26/2021,20:30:01.86,us5851.nordvpn.com.udp.ovpn,11
05/27/2021,21:49:55.32,us5850.nordvpn.com.udp.ovpn,11
05/28/2021,13:16:20.86,us6752.nordvpn.com.udp.ovpn,12
05/28/2021,20:46:54.81,us5851.nordvpn.com.udp.ovpn,10
05/30/2021,12:59:27.83,us5851.nordvpn.com.udp.ovpn,10
05/30/2021,13:47:39.83,us6752.nordvpn.com.udp.ovpn,11
05/31/2021,13:07:32.76,us5850.nordvpn.com.udp.ovpn,10
06/01/2021,19:21:50.80,us5851.nordvpn.com.udp.ovpn,10
06/02/2021,19:35:39.82,us5850.nordvpn.com.udp.ovpn,12
06/03/2021,14:06:50.00,us8564.nordvpn.com.udp.ovpn,14
06/03/2021,18:18:55.01,us5851.nordvpn.com.udp.ovpn,11
06/04/2021,14:50:23.84,us5851.nordvpn.com.udp.ovpn,12
06/04/2021,16:10:04.76,us5851.nordvpn.com.udp.ovpn,10
06/04/2021,18:56:52.78,us8564.nordvpn.com.udp.ovpn,10
06/05/2021, 7:17:35.78,us5850.nordvpn.com.udp.ovpn,10
06/05/2021,20:03:37.57,us8564.nordvpn.com.udp.ovpn,11
06/05/2021,21:41:15.92,us8564.nordvpn.com.udp.ovpn,10
06/06/2021,11:58:11.91,us5850.nordvpn.com.udp.ovpn,10
06/06/2021,12:59:55.84,us5850.nordvpn.com.udp.ovpn,12
06/06/2021,20:51:30.82,us5850.nordvpn.com.udp.ovpn,10
06/07/2021,15:03:08.80,us5850.nordvpn.com.udp.ovpn,10
06/07/2021,19:29:14.81,us5861.nordvpn.com.udp.ovpn,12
06/08/2021,15:54:40.82,us5851.nordvpn.com.udp.ovpn,11
06/08/2021,20:43:39.78,us6752.nordvpn.com.udp.ovpn,10
06/09/2021,16:17:27.89,us5850.nordvpn.com.udp.ovpn,11
06/10/2021,18:04:45.78,us8564.nordvpn.com.udp.ovpn,10
06/11/2021,16:34:25.78,us6752.nordvpn.com.udp.ovpn,10
06/12/2021,12:07:46.81,us5850.nordvpn.com.udp.ovpn,11
06/12/2021,12:38:55.83,us6752.nordvpn.com.udp.ovpn,10
06/12/2021,18:28:39.74,us5850.nordvpn.com.udp.ovpn,10
06/13/2021, 1:07:31.77,us5850.nordvpn.com.udp.ovpn,10
06/13/2021,17:06:42.79,us5851.nordvpn.com.udp.ovpn,10
06/14/2021,17:02:37.76,us6752.nordvpn.com.udp.ovpn,10
06/14/2021,21:41:43.82,us8564.nordvpn.com.udp.ovpn,10
06/15/2021,15:33:25.96,us5850.nordvpn.com.udp.ovpn,11
06/15/2021,17:34:31.75,us5850.nordvpn.com.udp.ovpn,11
06/16/2021,11:00:29.84,us5850.nordvpn.com.udp.ovpn,10
06/16/2021,15:22:42.87,us5851.nordvpn.com.udp.ovpn,10
06/16/2021,15:59:36.99,us5850.nordvpn.com.udp.ovpn,12
06/17/2021,15:32:01.85,us5850.nordvpn.com.udp.ovpn,10
06/18/2021,12:38:32.85,us5851.nordvpn.com.udp.ovpn,11
06/18/2021,21:11:22.83,us8564.nordvpn.com.udp.ovpn,10
06/19/2021, 1:44:20.88,us5850.nordvpn.com.udp.ovpn,10
06/19/2021,13:14:51.87,us5850.nordvpn.com.udp.ovpn,12
06/19/2021,21:10:27.80,us6752.nordvpn.com.udp.ovpn,10
06/20/2021,20:54:15.51,us5851.nordvpn.com.udp.ovpn,10
06/21/2021,20:05:12.89,us6752.nordvpn.com.udp.ovpn,10
06/21/2021,22:13:07.89,us5850.nordvpn.com.udp.ovpn,10
06/22/2021,13:44:17.57,us5850.nordvpn.com.udp.ovpn,11
06/22/2021,15:21:40.87,us5850.nordvpn.com.udp.ovpn,10
06/22/2021,20:55:48.92,us6751.nordvpn.com.udp.ovpn,12
06/23/2021,15:51:44.92,us6752.nordvpn.com.udp.ovpn,10
06/23/2021,15:56:22.91,us5851.nordvpn.com.udp.ovpn,11
06/23/2021,16:31:53.99,us5390.nordvpn.com.udp.ovpn,14
06/23/2021,18:39:45.93,us5850.nordvpn.com.udp.ovpn,10
06/23/2021,20:44:08.85,us5851.nordvpn.com.udp.ovpn,11
06/23/2021,23:15:59.88,us6752.nordvpn.com.udp.ovpn,10
06/24/2021, 6:50:22.89,us5390.nordvpn.com.udp.ovpn,13
06/24/2021,13:52:59.93,us5851.nordvpn.com.udp.ovpn,10
06/24/2021,14:50:16.90,us5390.nordvpn.com.udp.ovpn,11
06/24/2021,22:21:56.82,us6752.nordvpn.com.udp.ovpn,10
06/26/2021,22:30:54.83,us5851.nordvpn.com.udp.ovpn,11
06/28/2021,22:11:45.88,us8564.nordvpn.com.udp.ovpn,10
06/29/2021,21:12:43.89,us6752.nordvpn.com.udp.ovpn,10
07/02/2021,20:54:48.87,us5850.nordvpn.com.udp.ovpn,10
07/03/2021,17:56:10.88,us6752.nordvpn.com.udp.ovpn,11
07/05/2021,18:55:46.88,us5851.nordvpn.com.udp.ovpn,10
07/05/2021,20:30:41.89,us5850.nordvpn.com.udp.ovpn,10
07/06/2021,21:25:06.44,us5851.nordvpn.com.udp.ovpn,10
07/08/2021, 0:05:55.84,us5850.nordvpn.com.udp.ovpn,11
07/08/2021,21:49:49.38,us6752.nordvpn.com.udp.ovpn,12
07/08/2021,23:02:44.88,us5850.nordvpn.com.udp.ovpn,11
07/09/2021,21:16:41.02,us5850.nordvpn.com.udp.ovpn,10
07/10/2021,18:52:43.80,us5851.nordvpn.com.udp.ovpn,10
07/10/2021,19:55:37.95,us6752.nordvpn.com.udp.ovpn,13
07/11/2021,16:10:47.87,us5850.nordvpn.com.udp.ovpn,11
07/11/2021,19:59:15.95,us8564.nordvpn.com.udp.ovpn,11
07/11/2021,20:01:56.84,us5850.nordvpn.com.udp.ovpn,10
07/11/2021,21:42:52.93,us8564.nordvpn.com.udp.ovpn,11
07/12/2021, 5:39:40.84,us5850.nordvpn.com.udp.ovpn,10
07/12/2021,19:02:14.80,us8564.nordvpn.com.udp.ovpn,10
07/13/2021,20:53:58.84,us5851.nordvpn.com.udp.ovpn,11
07/14/2021, 6:00:13.81,us6752.nordvpn.com.udp.ovpn,11
07/14/2021,22:07:07.88,us6752.nordvpn.com.udp.ovpn,10
07/15/2021,21:14:55.82,us5850.nordvpn.com.udp.ovpn,10
07/16/2021,15:45:17.87,us5851.nordvpn.com.udp.ovpn,10
07/16/2021,21:07:37.85,us5850.nordvpn.com.udp.ovpn,10
07/18/2021,19:20:12.83,us5850.nordvpn.com.udp.ovpn,11
07/19/2021,21:23:11.00,us5390.nordvpn.com.udp.ovpn,11
07/21/2021,20:28:07.92,us5850.nordvpn.com.udp.ovpn,11
07/22/2021,18:53:55.85,us5851.nordvpn.com.udp.ovpn,10
07/22/2021,21:30:13.40,us8564.nordvpn.com.udp.ovpn,12
07/23/2021,23:21:23.81,us6752.nordvpn.com.udp.ovpn,10
07/25/2021,13:33:48.83,us5850.nordvpn.com.udp.ovpn,11
07/26/2021,21:18:23.90,us8564.nordvpn.com.udp.ovpn,10
07/27/2021, 9:35:55.93,us6752.nordvpn.com.udp.ovpn,11
07/27/2021,16:53:14.84,us5390.nordvpn.com.udp.ovpn,10
07/28/2021, 5:58:01.86,us5851.nordvpn.com.udp.ovpn,10
07/28/2021,13:31:32.75,us8564.nordvpn.com.udp.ovpn,12
07/28/2021,18:36:31.93,us5390.nordvpn.com.udp.ovpn,11
07/28/2021,18:36:57.91,us5850.nordvpn.com.udp.ovpn,11
07/29/2021,16:22:35.91,us6752.nordvpn.com.udp.ovpn,11
07/29/2021,21:13:31.21,us5390.nordvpn.com.udp.ovpn,14
07/30/2021,15:27:04.90,us5390.nordvpn.com.udp.ovpn,11
07/30/2021,23:22:02.06,us5850.nordvpn.com.udp.ovpn,10
07/31/2021,15:43:18.81,us6752.nordvpn.com.udp.ovpn,10
07/31/2021,17:44:18.88,us5850.nordvpn.com.udp.ovpn,10
07/31/2021,19:45:10.89,us5850.nordvpn.com.udp.ovpn,10
07/31/2021,22:23:31.84,us5851.nordvpn.com.udp.ovpn,10
08/01/2021,21:33:23.87,us8564.nordvpn.com.udp.ovpn,10
08/01/2021,22:04:21.89,us5851.nordvpn.com.udp.ovpn,10
08/02/2021,11:23:07.86,us5861.nordvpn.com.udp.ovpn,12
08/04/2021,20:28:27.17,us5850.nordvpn.com.udp.ovpn,10
08/04/2021,21:40:22.66,us8564.nordvpn.com.udp.ovpn,11
08/05/2021,11:19:03.15,us5850.nordvpn.com.udp.ovpn,11
08/08/2021,20:41:08.50,us5850.nordvpn.com.udp.ovpn,10
08/09/2021,18:55:29.46,us8564.nordvpn.com.udp.ovpn,11
08/10/2021,19:10:04.77,us5850.nordvpn.com.udp.ovpn,12
08/10/2021,20:02:53.86,us6752.nordvpn.com.udp.ovpn,11
08/10/2021,21:39:41.74,us5850.nordvpn.com.udp.ovpn,11
08/11/2021,19:11:26.76,us6752.nordvpn.com.udp.ovpn,10
08/12/2021,18:11:40.66,us8564.nordvpn.com.udp.ovpn,10
08/13/2021, 0:55:20.47,us5850.nordvpn.com.udp.ovpn,10
08/13/2021,16:43:46.56,us5851.nordvpn.com.udp.ovpn,10
08/13/2021,22:54:36.74,us5850.nordvpn.com.udp.ovpn,16
08/14/2021,20:58:37.63,us5850.nordvpn.com.udp.ovpn,11
08/15/2021, 9:29:42.49,us5850.nordvpn.com.udp.ovpn,12
08/15/2021,21:21:44.48,us5850.nordvpn.com.udp.ovpn,10
08/15/2021,22:00:53.46,us5850.nordvpn.com.udp.ovpn,10
08/15/2021,23:28:28.45,us5850.nordvpn.com.udp.ovpn,10
08/15/2021,23:57:27.47,us5850.nordvpn.com.udp.ovpn,10
08/16/2021, 5:35:04.45,us8564.nordvpn.com.udp.ovpn,10
08/16/2021,14:59:14.56,us8564.nordvpn.com.udp.ovpn,10
08/16/2021,21:27:20.50,us5850.nordvpn.com.udp.ovpn,11
08/17/2021,16:31:39.43,us8564.nordvpn.com.udp.ovpn,10
08/17/2021,20:07:14.56,us5851.nordvpn.com.udp.ovpn,10
08/17/2021,23:22:34.44,us5850.nordvpn.com.udp.ovpn,11
